job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description
Diagnostic Technologist PRN,req42278,Baltimore,MD,$29.15 - $46.99,NA,https://careers.medstarhealth.org/global/en/job/req42278/Diagnostic-Technologist-PRN,medstar,NA,False,2025-08-19 18:09:42,"At MedStar Health, we understand that our ability to treat others well begins with how we treat each other. We work hard to foster an inclusive and positive environment where our associates feel valued, connected, and empowered. We live up to this promise through: Strong emphasis on teamwork, Strategic focus on equity, inclusion, & diversity, Comprehensive total rewards package, and More career opportunities closer to home as the largest healthcare provider in the Baltimore-Washington, D.C. region."
Environmental Support Associate,req48282,Baltimore,MD,$18 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req48282/Environmental-Support-Associate,medstar,NA,False,2025-08-19 18:09:53,"Job is for Good Samaritan Hospital of MD, full time position for evening shift with rotating weekend. MedStar Health offers a comprehensive healthcare package including medical, dental and vision subject to eligibility requirements, as well as other benefits. The salary will be determined by a number of legitimate, non-discriminatory factors set by MedStar Health and may be modified in the future."
Transplant Anesthesiologist - MedStar Georgetown Transplant Institute,MMG1886,Washington,DC,"$500,000 - $530,000",NA,https://careers.medstarhealth.org/global/en/job/MMG1886/Transplant-Anesthesiologist-MedStar-Georgetown-Transplant-Institute-Washington-D-C,medstar,NA,False,2025-08-19 18:10:03,"MedStar Health is looking to hire a full-time Transplant Anesthesiologist for their Georgetown Transplant Institute. The job requires shifts during both days and nights. The hiring range for this role will be based on a number of non-discriminatory factors like work experience, education and skill level. It's important to note that MedStar Health is an Equal Opportunity (EO) Employer."
PRN Acute Care Physical Therapist,req23802,Washington,DC,$60.00 - $60.00,NA,https://careers.medstarhealth.org/global/en/job/req23802/PRN-Acute-Care-Physical-Therapist,medstar,NA,False,2025-08-19 18:10:12,"MedStar Health is hiring a Part-Time PRN Acute Care Physical Therapist located in Washington, DC. The position involves duties performed on weekends and in person. MedStar Health offers a comprehensive healthcare package (including medical, dental, and vision), competitive pay, generous paid time off, and many opportunities for career advancement. MedStar Health emphasizes teamwork, equity, inclusion & diversity and offers a wide array of career opportunities."
Physical Therapist Assistant (PTA) - Outpatient,req30889,Oxon Hill,MD,$25.35 - $42.23,NA,https://careers.medstarhealth.org/global/en/job/req30889/Physical-Therapist-Assistant-PTA-Outpatient,medstar,NA,False,2025-08-19 18:10:22,"In addition to your salary, MedStar Health offers a comprehensive healthcare package and other benefits. The position is based on a number of legitimate, non-discriminatory factors set by MedStar Health. MedStar Health is committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws. The hiring range may be modified in the future and actual compensation may vary."
Speech Language Pathologist (SLP) - Inpatient Rehab PRN,req31000,Baltimore,MD,$34.98 - $59.26,NA,https://careers.medstarhealth.org/global/en/job/req31000/Speech-Language-Pathologist-SLP-Inpatient-Rehab-PRN,medstar,NA,False,2025-08-19 18:10:32,"Job posting in the healthcare sector by MedStar Health. The job is part-time and on the day shift with rotating weekends. In addition to salary, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The role fosters an inclusive and positive environment where associates feel valued, connected, and empowered. As an associate, you will be part of a team that exceeds national satisfaction ratings and contributes to high patient outcomes."
Medical Assistant (PRN) - Urgent Care,req31293,Catonsville,MD,NA,NA,https://careers.medstarhealth.org/global/en/job/req31293/Medical-Assistant-PRN-Urgent-Care,medstar,NA,False,2025-08-19 18:10:43,"MedStar Health is hiring for the role of Medical Assistant. This is a part-time position offering a rotating Day/Evening Shift with a requirement to work on weekends. The role is based in Catonsville, MD, under MedStar Urgent Care. MedStar Health offers a collaborative and inclusive work environment, emphasizing teamwork and diversity. The also offer a comprehensive benefits package including medical, dental and vision."
Medical Laboratory Scientist - PRN,req31564,Leonardtown,MD,$29.15 - $51.68,NA,https://careers.medstarhealth.org/global/en/job/req31564/Medical-Laboratory-Scientist-PRN,medstar,NA,False,2025-08-19 18:10:54,"In addition to your salary, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health. MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws. The hiring range is the range MedStar Health, in good faith, believes is the range of possible compensation for this role at the time of this posting."
Speech Therapist Home Care PRN,req32441,Baltimore,MD,NA,NA,https://careers.medstarhealth.org/global/en/job/req32441/Speech-Therapist-Home-Care-PRN,medstar,NA,False,2025-08-19 18:11:10,"The role is a part-time, day shift position within MedStar Health Home Care. The salary for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health. MedStar Health makes all decisions regarding employment, including for example, hiring, transfer, promotion, compensation, benefit eligibility, discipline, and discharge without regard to any protected status. The individual will work in a team environment generating positive patient outcomes and high associate satisfaction ratings. The job offers a comprehensive healthcare package including medical, dental and vision subject to eligibility requirements and other benefits."
Physical Therapist (PT) - Outpatient Ortho,req32950,Waldorf,MD,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req32950/Physical-Therapist-PT-Outpatient-Ortho,medstar,NA,False,2025-08-19 18:11:20,"MedStar Health is hiring a full-time Physical Therapist (PT) for outpatient orthopedics in Waldorf, MD. The role involves working in team environment and fostering positive patient outcomes. MedStar Health assures equity, inclusion, and diversity, and offers competitive pay and comprehensive benefits. As the largest healthcare provider in the Baltimore-Washington, D.C. region, there are significant opportunities for career growth."
Crisis Intervention Therapist - Part Time W/E's,req32743,Olney,MD,$29.15 - $48.99,NA,https://careers.medstarhealth.org/global/en/job/req32743/Crisis-Intervention-Therapist-Part-Time-W-E-s,medstar,NA,False,2025-08-19 18:11:29,"MedStar Health is looking for a Crisis Intervention Therapist for part-time work, including days, evenings, overnight and weekends. The role is based in Olney, Maryland at the Montgomery Medical Center. MedStar Health is committed to providing high-quality care and advancing the practice of medicine through education, innovation, and research."
Advanced Heart Failure Heart Transplant Outpatient NP/PA,MMG2202,Washington,DC,"$40,000 ",NA,https://careers.medstarhealth.org/global/en/job/MMG2202/Advanced-Heart-Failure-Heart-Transplant-Outpatient-NP-PA-40-000-Sign-On-Bonus-MedStar-Washington-Hospital,medstar,NA,False,2025-08-19 18:11:37,"This is a full-time, day shift position at MedStar Washington Hospital. MedStar Health aims to foster an inclusive and positive environment where our associates feel valued, connected, and empowered, granting strong emphasis on teamwork and strategic focus on equity, inclusion, and diversity. MedStar health offers a comprehensive healthcare package, including medical, dental and vision and other benefits. As the medical education and clinical partner of Georgetown University for more than 20 years, MedStar Health is dedicated not only to teaching the next generation of doctors, but also to the continuing education, professional development, and personal fulfillment of our whole team."
Clinical Research Coordinator I - Cardiology,req37760,Baltimore,MD,"$48,235 - $84,468",NA,https://careers.medstarhealth.org/global/en/job/req37760/Clinical-Research-Coordinator-I-Cardiology,medstar,NA,False,2025-08-19 18:11:44,"The job involves clinical research coordination in Cardiology. It comes from MedStar Health Research Inst and is a full-time role based in Baltimore, MD. The role emphasizes teamwork, equity, inclusion, & diversity. It offers a competitive total rewards package and there are numerous opportunities for career progression within the region."
Registered Nurse (RN) Medical Surgical C6-1,req37663,Washington,DC,$38 - $63.3,NA,https://careers.medstarhealth.org/global/en/job/req37663/Registered-Nurse-RN-Medical-Surgical-C6-1,medstar,NA,False,2025-08-19 18:11:52,"MedStar Health is looking for a Registered Nurse (RN) for Medical Surgical C6-1. The position is full-time with various shifts available. In addition to a competitive salary, MedStar Health offers a comprehensive healthcare package, and a rewarding work environment with an emphasis on teamwork. The organization is committed to equity, inclusion, and diversity and provides ample opportunities for growth and development. The role is based in Georgetown University Hospital in Washington, DC."
Patient Care Technician ED,req38841,Olney,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req38841/Patient-Care-Technician-ED,medstar,NA,False,2025-08-19 18:12:01,"MedStar Health is looking to fill a part-time Night Shift role at their Montgomery Medical Center in Olney, MD. The role is for a Patient Care Technician in the ED. They offer a comprehensive healthcare package and emphasize teamwork, equity, inclusion, and diversity. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region with 32,000 team members."
Radiological Technoloigst - PRN,req40044,Washington,DC,$29.15 - $51.68,NA,https://careers.medstarhealth.org/global/en/job/req40044/Radiological-Technoloigst-PRN,medstar,NA,False,2025-08-19 18:12:13,"MedStar Health is looking for a Radiological Technologist - PRN to work part-time & shifts include day, evening, overnight & weekends. The job location is Washington Hospital Center, Washington, DC. The applicant must make sure that they provide personal information. In addition to the salary, the company offers a comprehensive healthcare package. The position would require the candidate to be a part of a team of 32,000 which includes physicians, nurses, residents, fellows, and many other clinical and non-clinical associates."
Critical Care Medicine APP-MedStar Georgetown University Hospital,MMG2387,Washington,DC,"$117,000- $162,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2387/Critical-Care-Medicine-APP-MedStar-Georgetown-University-Hospital,medstar,NA,False,2025-08-19 18:12:27,"MedStar Health is looking for a Critical Care Medicine APP. This role offers a competitive healthcare package including medical, dental, vision and other benefits. Salary for this role is based on a number of factors as set by MedStar Health. At MedStar Health, we understand that our ability to treat others well begins with how we treat each other. We work hard to foster an inclusive and positive environment where our associates feel valued, connected, and empowered."
Officer I Unarmed,req39879,Olney,"MD, USA",$18.33 - $31.61,NA,https://careers.medstarhealth.org/global/en/job/req39879/Officer-I-Unarmed,medstar,NA,False,2025-08-19 18:12:35,NA
System Director of Sterile Processing Practices & Professional Development,req42252,Columbia,MD,$42.83 - $73.09,NA,https://careers.medstarhealth.org/global/en/job/req42252/System-Director-of-Sterile-Processing-Practices-Professional-Development,medstar,NA,False,2025-08-19 18:12:46,"MedStar Health is hiring for the position of the System Director of Sterile Processing Practices & Professional Development. The role is based in Columbia, MD and offers a hybrid work arrangement. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
Environ Svcs Aide Floor Tech,req36299,Washington,DC,$17.938 - $26.138,NA,https://careers.medstarhealth.org/global/en/job/req36299/Environ-Svcs-Aide-Floor-Tech,medstar,NA,False,2025-08-19 18:12:58,"Full-Time evening shift with rotating weekend. The position is at the Washington Hospital Center. In addition to your salary, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. Be sure to copy the req number above before you leave this page. MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws."
Registered Nurse (RN) Nursing Float Pool,req41989,Washington,DC,$58.685 - $71.639,NA,https://careers.medstarhealth.org/global/en/job/req41989/Registered-Nurse-RN-Nursing-Float-Pool,medstar,NA,False,2025-08-19 18:13:09,"MedStar Health is hiring a part-time Registered Nurse for their Nursing Float Pool. The position is based in Washington, DC. The nurse will be part of a team of 32,000, including physicians, nurses, residents, fellows, and associates working in various settings across the health system."
Environmental Assistant,req41049,Olney,"MD, USA",$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req41049/Environmental-Assistant,medstar,NA,False,2025-08-19 18:13:19,"The Environmental Assistant role is a part-time opportunity with an evening shift that includes rotating weekends. The hiring company, MedStar Health, provides a comprehensive healthcare package subject to eligibility requirements. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region, with over 32,000 team members across 10 hospitals and more than 300 community-based locations. The company is dedicated to providing the highest quality care, advancing the practice of medicine through education, innovation, and research, and fostering an inclusive and positive work environment."
Radiology Technlologist,req40045,Baltimore,MD,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req40045/Radiology-Technlologist,medstar,NA,False,2025-08-19 18:13:27,"MedStar Health is hiring for the position of Radiology Technologist. The job is located in Baltimore, MD, and it is a full-time day shift. The role is an in-person position and is not remote. MedStar Health offers a comprehensive healthcare package and other benefits. The salary offered for this specific position is based on numerous factors including work experience, education and skill level. MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws."
Medical Assistant - World Bank,req44528,Washington,DC,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req44528/Medical-Assistant-World-Bank,medstar,NA,False,2025-08-19 18:13:35,"MedStar Health is looking for a full-time Medical Assistant for their location in Washington, DC. The job entails patient support services in a primary care setup. While the salary remains undisclosed, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. MedStar Health is a team based, inclusive organization that places a high emphasis on teamwork and equity."
Radiology Technologist,req47704,California,MD,$29.15 - $51.68,NA,https://careers.medstarhealth.org/global/en/job/req47704/Radiology-Technologist,medstar,NA,False,2025-08-19 18:13:45,"The job is for a part-time Radiology Technologist at MedStar Urgent Care, California, MD. The role involves rotational day/evening shifts, including weekends. Applicants already employed by MedStar Health have a different application process. The salary and benefits are competitive and would be based on applicant's qualifications. MedStar Health is an equal opportunity employer."
Cardiovascular Invasive Specialist,req47802,Baltimore,"MD, USA",$34.98 - $56.85,NA,https://careers.medstarhealth.org/global/en/job/req47802/Cardiovascular-Invasive-Specialist,medstar,NA,False,2025-08-19 18:14:07,"The job is for a Cardiovascular Invasive Specialist at Franklin Square Medical Center. It's a full-time role with day shifts. Located in Baltimore, MD, USA under the MedStar Health organization, the position offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health."
Clinical Care Transformation Director,req47490,Columbia,MD,"$111,779 - $212,513",NA,https://careers.medstarhealth.org/global/en/job/req47490/Clinical-Care-Transformation-Director,medstar,NA,False,2025-08-19 18:14:18,"The job role of Clinical Care Transformation Director is open at MedStar Health. The role is full-time and follows a day shift pattern. The mode of work will be hybrid. MedStar Health offers a comprehensive healthcare package in addition to the salary, subject to eligibility requirements. The organization is making efforts to create an inclusive and positive environment where associates feel valued, connected, and empowered. As an employee of MedStar Health, you will have numerous opportunities to grow your career and fulfil your aspirations."
Medical Assistant - Primary Care,req47532,Washington,DC,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req47532/Medical-Assistant-Primary-Care,medstar,NA,False,2025-08-19 18:14:30,"MedStar Health is looking for a Medical Assistant in Primary Care. The job is located in Washington, DC. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region, with more than 32,000 associates working in various settings including hospitals, and community-based locations. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
Angiography Technologist,req47776,Washington,"DC, USA","$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req47776/Angiography-Technologist,medstar,NA,False,2025-08-19 18:14:38,"The job involves working for MedStar Health as an Angiography Technologist in Washington, DC at Georgetown University Hospital. It is a full-time job with day shift hours. MedStar Health offers a comprehensive healthcare package (including medical, dental, and vision subject to eligibility requirements) and other benefits. The salary will be based on a range of legitimate, non-discriminatory factors set by MedStar Health."
Registered Nurse (RN) Cardiac Catheterization,req47639,Washington,DC,$41.77 - $63.3,NA,https://careers.medstarhealth.org/global/en/job/req47639/Registered-Nurse-RN-Cardiac-Catheterization,medstar,NA,False,2025-08-19 18:14:47,"This job is related to the Cardiac Catheterization department at Georgetown University Hospital based in Washington, DC. MedStar Health, the healthcare provider, is the largest in the Baltimore-Washington, D.C. region and values an inclusive and positive environment for its associates. It offers competitive pay, generous paid time off, great health and wellness benefits, retirement savings, education assistance, among others."
Registered Nurse Cardiac Cath Lab Part Time Nights,req47545,Clinton,MD,$37.5 - $74.136,NA,https://careers.medstarhealth.org/global/en/job/req47545/Registered-Nurse-Cardiac-Cath-Lab-Part-Time-Nights,medstar,NA,False,2025-08-19 18:14:57,"This is a part-time job for a Registered Nurse at the Cardiac Cath Lab during night shifts. The job is located in Clinton, MD at the Southern Maryland Hospital Ctr. MedStar Health is a healthcare provider in the Baltimore-Washington, D.C. region, offering a variety of settings across the health system, including 10 hospitals and more than 300 community-based locations. MedStar Health is dedicated to providing high-quality care while advancing the practice of medicine through education, innovation, and research."
Patient Service Coordinator,req47618,Leonardtown,"MD, USA",$18.33 - $31.61,NA,https://careers.medstarhealth.org/global/en/job/req47618/Patient-Service-Coordinator,medstar,NA,False,2025-08-19 18:15:06,"The Patient Service Coordinator is a full-time, day shift position at Cardiology Associates LLC in Leonardtown. The role involves administrative and professional duties, and is part of MedStar Health. MedStar Health emphasizes teamwork and a positive work environment, providing a comprehensive total rewards package. The responsibilities and compensation for the role may vary."
Epic Analyst III: Anesthesia,req47728,Columbia,"MD, USA","$80,995 - $152,027",NA,https://careers.medstarhealth.org/global/en/job/req47728/Epic-Analyst-III-Anesthesia,medstar,NA,False,2025-08-19 18:15:16,"Are you currently a MedStar Health associate? If you are currently employed by MedStar Health, please apply here. Be sure to copy the req number above before you leave this page. The req number can be found in the blue bar under the job title next to the flag icon. In addition to your salary, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits."
Nutrition Services Aide - PRN,req48022,Olney,MD,$18 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req48022/Nutrition-Services-Aide-PRN,medstar,NA,False,2025-08-19 18:15:26,"Are you currently a MedStar Health associate? The req number can be found in the blue bar under the job title next to the flag icon. We are fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws."
Medical Assistant,req48064,Leonardtown,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req48064/Medical-Assistant,medstar,NA,False,2025-08-19 18:15:40,"required to work at MedStar Health, a healthcare provider in the Baltimore-Washington, D.C. region. The job includes competitive pay, generous paid time off, health and wellness benefits, retirement savings, education assistance, and many other benefits. The organization emphasizes on teamwork, equity, inclusion, & diversity. There are more career opportunities closer to home."
Laboratory Supervisor - Evening Shift Blood Bank,req47983,Washington,DC,$41.98 - $75.62,NA,https://careers.medstarhealth.org/global/en/job/req47983/Laboratory-Supervisor-Evening-Shift-Blood-Bank,medstar,NA,False,2025-08-19 18:15:49,"The Job posting is for a Laboratory Supervisor - Evening Shift Blood Bank at MedStar Health. The selected candidate will be working at Georgetown University Hospital. This is a full-time, in-person role based in Washington, D.C. Opportunities for growth, competitive pay, generous paid time off, health and wellness benefits, and education assistance are some of the benefits offered. The job responsibilities and further details, including the education needed and salary, have not been mentioned in the scraped content."
Social Worker Home Care,req47606,Greenbelt,"MD, USA","$60,632 - $107,494",NA,https://careers.medstarhealth.org/global/en/job/req47606/Social-Worker-Home-Care,medstar,NA,False,2025-08-19 18:16:00,"MedStar Health is hiring for the position of Social Worker Home Care, which will be based in Greenbelt, MD, USA. MedStar Health is a leading provider of healthcare in the Baltimore-Washington, D.C. region. The company is committed to providing the highest quality care for people in Maryland and the D.C. region, advancing the practice of medicine through education, innovation, and research. MedStar Health fosters an inclusive and positive environment, ensuring associates feel valued, connected, and empowered."
Acute Care Physical Therapist (PT),req48107,Washington,DC,$38.48 - $62.52,NA,https://careers.medstarhealth.org/global/en/job/req48107/Acute-Care-Physical-Therapist-PT,medstar,NA,False,2025-08-19 18:16:12,"MedStar Health is seeking a Full-Time Acute Care Physical Therapist to join their team. This role will be based at the Washington Hospital Center in Washington, DC, and will involve day shift work with rotating weekends. As part of MedStar Health, the candidate will enjoy a comprehensive healthcare package (including medical, dental, and vision), competitive pay, generous PTO, retirement savings, education assistance, and much more. MedStar Health, the largest healthcare provider in the Baltimore-Washington region, is an Equal Opportunity Employer."
Unit Secretary - Day/Evening shift,req47685,Washington,DC,$21.1 - $21.12,NA,https://careers.medstarhealth.org/global/en/job/req47685/Unit-Secretary-Day-Evening-shift,medstar,NA,False,2025-08-19 18:16:22,"The job is for a Unit Secretary on Day/Evening shifts at MedStar Health. The job includes administrative work in Georgetown University Hospital in Washington, DC. The job emphasizes teamwork, equity, inclusion & diversity. Also mention healthcare packages (including medical, dental, and vision subject to eligibility requirements). It does not specify the required education level or whether it offers remote work options."
Office Assistant Float,req47679,Timonium,MD,$18 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req47679/Office-Assistant-Float,medstar,NA,False,2025-08-19 18:16:35,"The Office Assistant Float at MedStar Health is a full-time job with day/evening shifts. This job is not remote and is based in Timonium, MD. MedStar Health is committed to fostering an inclusive and positive environment where associates feel valued, connected, and empowered. They also place strong emphasis on teamwork and focus on equity, inclusion, and diversity."
Clinical Pharmacy Specialist I - Emergency Medicine,req47769,Olney,MD,"$118,331 - $230,172",NA,https://careers.medstarhealth.org/global/en/job/req47769/Clinical-Pharmacy-Specialist-I-Emergency-Medicine,medstar,NA,False,2025-08-19 18:16:44,"MedStar Health has a job opening for a Clinical Pharmacy Specialist I in Emergency Medicine. The location for the job is Olney, MD. The job type is full time, and the shift will be an evening shift with rotating weekends. No explicit details on minimum education level, salary or whether the job can be done remotely are mentioned."
Assistant Director of Nursing (RN) Geriatric Medicine,req47844,Washington,DC,"$100,588 - $190,340",NA,https://careers.medstarhealth.org/global/en/job/req47844/Assistant-Director-of-Nursing-RN-Geriatric-Medicine,medstar,RN,False,2025-08-19 18:16:51,NA
Acute Care Physical Therapist (PT),req48108,Washington,DC,$38.48 - $62.52,NA,https://careers.medstarhealth.org/global/en/job/req48108/Acute-Care-Physical-Therapist-PT,medstar,NA,False,2025-08-19 18:17:03,"MedStar Health is seeking an Acute Care Physical Therapist. This is a full-time, day shift position with rotating weekends. MedStar Health offers a comprehensive healthcare package and other benefits. The position is based in Washington, DC. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region."
Medical Assistant,req48014,Clinton,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req48014/Medical-Assistant,medstar,NA,False,2025-08-19 18:17:15,"MedStar Health is looking to hire a Full-Time Medical Assistant for their Clinton, MD location. This role is a part of the Patient Support Services offering comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. As an organization, MedStar Health is inclusive, fostering an environment where associates feel valued, connected, and empowered and strongly committed to equity, inclusion, & diversity."
Patient Service Coordinator,req48026,Baltimore,MD,$18.33 - $31.61,NA,https://careers.medstarhealth.org/global/en/job/req48026/Patient-Service-Coordinator,medstar,NA,False,2025-08-19 18:17:25,"MedStar Health is seeking a Patient Service Coordinator for their Baltimore, MD location. This full-time position is in-person. Successful candidates will join a dedicated team of healthcare professionals providing high-quality care in Maryland and the Washington, D.C. region. MedStar Health is an Equal Opportunity (EO) Employer, committed to diversity and inclusion."
Environ Svcs Aide Floor Tech,req47516,Washington,DC,$18 - $26.138,NA,https://careers.medstarhealth.org/global/en/job/req47516/Environ-Svcs-Aide-Floor-Tech,medstar,NA,False,2025-08-19 18:17:35,"Join MedStar Health team as an Environ Svcs Aide Floor Tech on a full-time basis. You will be working Night Shift with rotating weekends. MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws. MedStar Health entities that are federal government contractors are Equal Opportunity and Affirmative Action employers."
Operations Specialist,req47691,Washington,DC,"$48,235 - $84,468",NA,https://careers.medstarhealth.org/global/en/job/req47691/Operations-Specialist,medstar,NA,False,2025-08-19 18:17:44,"MedStar Health is seeking an Operations Specialist for a full-time, day shift position at Georgetown University Hospital. The role is based in Washington, D.C. No specific salary range is mentioned, but the package includes comprehensive healthcare benefits, including medical, dental, and vision, subject to eligibility requirements. All hiring and employment decisions are made without regard to any protected status. MedStar Health is an Equal Opportunity Employer."
Patient Service Coordinator,req48079,Baltimore,MD,$18.33 - $31.61,NA,https://careers.medstarhealth.org/global/en/job/req48079/Patient-Service-Coordinator,medstar,NA,False,2025-08-19 18:17:52,"MedStar Health is looking for a full-time Patient Service Coordinator. The job is based in Baltimore, MD, and is not remote. MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health."
Occupational Therapist (OT) PRN Inpatient Adult at MedStar Georgetown University Hospital,req48106,Washington,DC,$60.00 - $60.00,NA,https://careers.medstarhealth.org/global/en/job/req48106/Occupational-Therapist-OT-PRN-Inpatient-Adult-at-MedStar-Georgetown-University-Hospital,medstar,NA,False,2025-08-19 18:18:03,This is a part-time occupational therapist position that requires rotating weekend shifts. It is at the Physical Medicine & Rehabilitation department of Georgetown University Hospital. You will work in a diverse and inclusive workplace. There are countless opportunities to grow your career and fulfill your aspirations. MedStar Health assures equal opportunity for all applicants and employees.
Patient Service Coordinator MAS,req46965,Bel Air,MD,$18.33 - $31.61,NA,https://careers.medstarhealth.org/global/en/job/req46965/Patient-Service-Coordinator-MAS,medstar,NA,False,2025-08-19 18:18:14,"The Patient Service Coordinator MAS job involves administrative & professional work, located in Bel Air, MD. The job offers a comprehensive healthcare package, and competitive pay, generous paid time off, great health and wellness benefits, retirement savings, education assistance. MedStar Health, the largest healthcare provider in the Baltimore-Washington, D.C. region, where this job is posted, is committed to strategic focus on equity, inclusion, & diversity, offering associates a strong emphasis on teamwork."
Pharmacy Automation Technician Full Time,req47825,Olney,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req47825/Pharmacy-Automation-Technician-Full-Time,medstar,NA,False,2025-08-19 18:18:25,"MedStar Health is hiring Pharmacy Automation Technician on a full-time basis. The position is based in Olney, MD. This role is responsible for providing the highest quality care for people in Maryland and the Washington, D.C. region while also helping to advance the practice of medicine through education, innovation, and research. The successful candidate will be part of a large team that includes physicians, nurses, residents, fellows and other associates working in various settings across the health system."
Acute Care Occupational Therapist (OT),req48102,Washington,DC,$38.48 - $62.52,NA,https://careers.medstarhealth.org/global/en/job/req48102/Acute-Care-Occupational-Therapist-OT,medstar,NA,False,2025-08-19 18:18:36,"MedStar National Rehab Network is currently offering a full-time opportunity for an Acute Care Occupational Therapist. The position mandates in-person consulting and involves day shifts with rotation over weekends. The successful candidate will be part of a team dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while also contributing to the advancement of medicine through education, innovation, and research."
Registered Nurse MWHC Surgical ICU 36hr Day/Night W/ Rotating Weekend,req47219,Washington,"DC, USA",$40.17 - $88.166,NA,https://careers.medstarhealth.org/global/en/job/req47219/Registered-Nurse-MWHC-Surgical-ICU-36hr-Day-Night-W-Rotating-Weekend,medstar,NA,False,2025-08-19 18:18:50,"MedStar Health is hiring for the position of a Registered Nurse in MWHC Surgical ICU. The position is a full-time, day/night shift with rotating weekend. MedStar Health offers a comprehensive healthcare package and other benefits. The salary for this position is based on a number of factors set by MedStar Health. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region, there are countless opportunities to grow your career and fulfill your aspirations."
Medical Assistant - Cardiology,req47935,Washington,DC,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req47935/Medical-Assistant-Cardiology,medstar,NA,False,2025-08-19 18:19:01,"MedStar Health is looking for a Medical Assistant in Cardiology. This is a full-time, day shift, and in-person position based in Washington, D.C. MedStar Health offers a comprehensive healthcare package, competitive pay, generous paid time off, great health and wellness benefits, retirement savings, and education assistance. They are the largest healthcare provider in the Baltimore-Washington, D.C. region, offering countless opportunities to grow your career and fulfill your aspirations. MedStar Health also prides itself on a strong emphasis on teamwork."
Unit Clerk PRN,req48356,Washington,DC,$18 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req48356/Unit-Clerk-PRN,medstar,NA,False,2025-08-19 18:19:14,"MedStar Health is looking for a part-time unit clerk to work on a day/evening shift with rotating weekends. This opportunity can be found within the National Rehabilitation Netwrk. As the largest healthcare provider in the Baltimore-Washington, D.C. region, MedStar Health is dedicated to providing the highest quality care, advancing the practice of medicine through education, innovation, and research."
Unit Secretary - FT Night shift 7pm-7am,req46906,Baltimore,MD,$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req46906/Unit-Secretary-FT-Night-shift-7pm-7am,medstar,NA,False,2025-08-19 18:50:37,NA
