job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
Research Program Coordinator,118480,NA,NA,"$17.20 - $30.30 HRLY (Targeted $50,000.00; Commensurate with experience)",2025-08-13,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21205/1307670200/,jhons_hopkins,Bachelor's Degree in a related discipline,True,2025-08-24 17:55:22,"The Department of Medicine, Division of Hematology, is seeking a Research Program Coordinator to work with the Thrombotic Microangiopathies Research Group at Johns Hopkins University School of Medicine. The Research Program Coordinator will be primarily involved in basic data collection and management and coordination of study visits for several research projects related to thrombotic microangiopathy, specifically thrombotic thrombocytopenic purpura. The coordinator will screen and recruit potential study participants according to the protocol's inclusion and exclusion criteria and will work under the supervision of the Principal Investigator and co-investigators."
Administrative Manager,118209,NA,NA,"$62,900-110,100 Annually ($85,000 Targeted",2025-08-13,https://jobs.jhu.edu/job/Baltimore-Administrative-Manager-MD-21287/1299603800/,jhons_hopkins,"Bachelor's Degree in Business, Finance, Accounting or related field",hybrid,2025-08-24 17:55:31,"We are seeking an _Administrative Manager_ to manage the administrative operations, oversee associated administrative support staff, and assist with administrative and financial activities of the Division of Cardiology. The Administrative Manager will report to the Division Administrator. This role encompasses the administrative management of the activities of a large and multipart office structure. The manager will help coordinate activities for the Division Administrator, small and large engagements, scheduling, faculty interactions, faculty appointments and letters of support, interactions with the office(s)"
Research Project Coordinator,118731,NA,NA,$17.20 - $30.30 HRLY,2025-08-13,https://jobs.jhu.edu/job/Baltimore-Research-Project-Coordinator-MD-21205/1316821100/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:56:09,"We are seeking a Research Project Coordinator who will administratively coordinate research protocol implementation, typically for a single study. Will ensure the efficient logistical implementation of the study activities and provide administrative support for all related issues. Coordinate all activities of a research study to ensure validity of findings. Work with the Principal Investigator or senior research staff to develop operational plans to meet research goals. Develop tools and procedures for data collection and study processes."
Research Nurse,118653,NA,NA,"$64,600 - $113,300 Annually",2025-08-13,https://jobs.jhu.edu/job/Baltimore-Research-Nurse-MD-21224/1316889600/,jhons_hopkins,Bachelor's Degree in Nursing or related field,False,2025-08-24 17:56:18,"The Infectious Disease Department seeks a Research Nurse who will report to the Principal Investigator(s) and the Research Nurse Manager and will be responsible for the coordination and implementation of assigned clinical trials within the research program. The Research Nurse is responsible for the oversight of the administrative and scientific implementation of several complex clinical research studies at the Johns Hopkins Hospital and Johns Hopkins Bayview Medical Center. The Research Nurse is responsible for coordinating multiple research studies in ambulatory and hospitalized patients with active infectious diseases, primarily involving the areas of viral and bacterial infections, including but not limited to hepatitis B virus, hepatitis C virus, HIV, SARS-CoV-2, and co-infections with viral hepatitis and HIV."
Grants & Contracts Analyst,118458,NA,NA,"$53,800 - $94,400 Annually",2025-08-12,https://jobs.jhu.edu/job/Baltimore-Grants-&-Contracts-Analyst-MD-21218/1307243800/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 17:56:27,"The Grants & Contracts Analyst will support the Institute for NanoBioTechnology as part of the finance team within the Whiting School of Engineering. This will be a fast-paced, multi-tasking and visible position that is part of a dynamic team of administrative, financial, academic, communications, and programmatic staff that work together in teams and working groups to provide support to the faculty, students, and programs of the institute. This position will include extensive internal and external interaction with faculty, staff, students, and other collaborators of the department through phone, e-mail, other written correspondence and face-to-face interaction."
Community Health Nurse (Interventionist),117576,New York (Bronx),NA,"$19.75 - $35.35 HRLY ($27,142.50 targeted; Commensurate w/exp.)",2025-08-12,https://jobs.jhu.edu/job/New-York-Community-Health-Nurse-%28Interventionist%29-NY-210017/1283512200/,jhons_hopkins,Graduation from an accredited school of nursing with licensure as an LPN,False,2025-08-24 17:56:36,"We are seeking a Community Health Nurse (Interventionist). The Center for Latino Adolescent and Family Health’s (CLAFH’s) mission is to eliminate health inequities and promote overall wellbeing among Latino adolescents and their families. While our work is Latino-focused, our research and resources are applicable to initiatives aimed at ending inequities for other groups."
Nurse Practitioner,117007,Baltimore,Maryland,"$100,000 - $152,900",2025-08-12,https://jobs.jhu.edu/job/Baltimore-Nurse-Practitioner-MD-21287/1253490300/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 17:56:46,"The Department of Medicine, Division of Hematology is seeking a Nurse Practitioner to provide care to an underserved population of patients. The role’s purpose is to bridge the gap of social injustices in health care through our flagship comprehensive care center. This unique role provides care to patients in the inpatient and urgent care settings and for well-health maintenance visits. The Nurse Practitioner will assess each patient that presents to the center in crisis and will write orders for these patients. Duties will also include taking a history and physical, writing prescriptions for patients who have called in advance and who present to the infusion center for refills. The role will require collaboration with the multi-disciplinary team including psychiatry, nursing, social work, community health workers, and hematologists, and place necessary referrals."
Coupon Manager,118720,Baltimore,Maryland,$15.40 - $26.25 HRLY,2025-08-12,https://jobs.jhu.edu/job/Baltimore-Coupon-Manager-MD-21201/1316365300/,jhons_hopkins,High school diploma,false,2025-08-24 17:56:53,"We are seeking a Coupon Manager. This position will be responsible for overseeing recruitment, scheduling, and field site activities for an ongoing community health project that measures prevalence of HIV, health and social issues, health-related behaviors and access to services among people who use drugs in the Baltimore metro region. This position will work closely with the Research Program Manager in managing participant flow, scheduling appointments, interacting with study participants, implementing field site safety precautions, and ensuring protocol compliance for participant interactions."
Sr. Administrative Coordinator,118713,Homewood,NA,"$41,437 - $71,954",2025-08-12,https://jobs.jhu.edu/job/Baltimore-Sr_-Administrative-Coordinator-MD-21218/1316353700/,jhons_hopkins,High School Diploma or graduation equivalent,False,2025-08-24 17:57:01,"The Sr. Administrative Coordinator provides administrative support and performs general office management duties necessary for the efficient operations of a department. office, or program. This position provides project support to a Dean, Associate Dean, Department Chair, Program Leadership, or comparable business leaders. This position may provide support for fiscal and budget management for the assigned area. The responsibilities for this roles require significant collaboration and coordination with others."
Research Assistant,117986,New York,NA,"$17.20 - $30.30 HRLY ($29,906 targeted; Commensurate w/exp.)",2025-08-11,https://jobs.jhu.edu/job/New-York-Research-Assistant-NY-210017/1291782900/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 17:57:09,"We are seeking a Research Assistant who will be responsible for providing a range of research related support. Support community engagement, participant recruitment, delivery of evidence-based programs, and data collection/entry. May also be involved in the development of federal and privately funded grant proposals, presentation development, conducting literature reviews, composing research reports, writing press releases."
Research Software Engineer,117509,NA,NA,"$150,000 - $200,000 annually",2025-08-11,https://jobs.jhu.edu/job/Baltimore-Research-Software-Engineer-MD-21218/1274422500/,jhons_hopkins,"Masters in a Quantitative Discipline such as Computer Science, Engineering, Physics or Bioinformatics",True,2025-08-24 17:57:18,"The Johns Hopkins Data Science and AI Institute (DSAI) is a new pan-institutional initiative at Johns Hopkins to advance artificial intelligence and its applications, in part through investments in the software engineering, data science, and machine learning space. DSAI is focused on revolutionizing discovery by advancing artificial intelligence that evolves collaboratively with human intelligence, combining the strengths of each for the betterment of society and the world in which we live. DSAI seeks multiple Research Software Engineers with strong academic backgrounds and relevant experience in industry focused on designing and building state- of-the art AI models, data science techniques and applications of each to diverse domains."
The Learning Collaborative Tutor,117983,NA,NA,"$18.25 - $31.89 HRLY ($18,993 targeted; Commensurate w/exp.)",2025-08-11,https://jobs.jhu.edu/job/Baltimore-The-Learning-Collaborative-Tutor-MD-21205/1291820700/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:57:27,"We are seeking The Learning Collaborative Tutor (TLC) at the Johns Hopkins School of Nursing (JHSON) to promote student success by providing learner-centric, engaging, responsive, and interactive academic support for enrolled JHSON degree and certificate students. TLC Tutors help support the center's mission by facilitating student learning and the development of critical thinking and analysis skills. TLC Tutors are not editors or proofreaders; rather, they work collaboratively with students to engage them in their own learning and problem-solving process."
Research Program Coordinator,118029,NA,NA,$17.20 - $30.30 HRLY,2025-08-11,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21287/1291990800/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 17:57:38,"The Department of Neurology is seeking a Research Program Coordinator for the Language Neuromodulation Lab for an NIH-funded project on the effects of transcranial direct current stimulation (tDCS) in neurodegenerative syndromes, including primary progressive aphasia (PPA) and Alzheimer’s disease (AD). The projects are devoted to the study of language intervention(s) and neuroplasticity in PPA and AD. We aim to understand the effectiveness of behavioral and neuromodulatory interventions, as well as the brain mechanisms they involve using neuroimaging (structural MRI, DTI, fMRI, resting state fMRI and MR Spectroscopy)."
Admissions Officer,Requisition ID: 117724,Hybrid/Homewood Campus,NA,"$48,000 - $84,100 Annually ($59,000 targeted; Commensurate w/exp.)",2025-08-11,https://jobs.jhu.edu/job/Baltimore-Admissions-Officer-MD-21218/1283246500/,jhons_hopkins,Bachelor’s degree,NA,2025-08-24 17:57:47,"We are seeking an Admissions Officer in the Office of Undergraduate Admissions who will be responsible for recruiting and conducting application reviews from a specified regional territory. In this role, the Admissions Officer serves as a public-facing ambassador for the Office of Undergraduate Admissions and Johns Hopkins University. The position will involve in-person and virtual recruitment, as well as some projects across the office which may include working with student volunteer groups, assisting with office programs, responding to and working with prospective students and families, and engaging university partners."
Research Assistant,118565,Homewood,NA,$17.20 - $30.30 HRLY,2025-08-11,https://jobs.jhu.edu/job/Baltimore-Research-Assistant-MD-21218/1315835500/,jhons_hopkins,Bachelor's Degree in related discipline,False,2025-08-24 17:57:59,"We are seeking a Research Assistant who will oversee data collection, data organization, and/or data management or similar functions/tasks for research study(ies) in support of a PI or a research team. Specific Duties & Responsibilities include running routine and ad hoc reports, using standard tools and computer programs to review data, assisting with data cleaning measures to ensure accuracy of data and preparation of tables, leading basic activities such as data collection and data entry, may lead specific tasks and develop processes to ensure study activities occur effectively and efficiently, may conduct literature searches to support faculty in research efforts, may design and format papers/publications, may assist PIs in writing summaries of papers for release as policy briefs or other channels."
Sr. Research Assistant,118624,District of Columbia,,"$41,300 - $72,300 Annually",2025-08-11,https://jobs.jhu.edu/job/Washington-Sr_-Research-Assistant-DC-20016/1316015900/,jhons_hopkins,Bachelor’s Degree,Hybrid/District of Columbia,2025-08-24 17:58:08,"We are seeking a Sr. Research Assistant who will conduct Intensive research and scholarly work on a Department of Defense grant to complete the grant-funded research activities. Use diffusion tensor imaging and resting state fMRI data to delineate neural pathways of interest. Correlate imaging features and pathways to longitudinal neurocognitive outcomes. Perform data collection and/or statistical analysis for various research projects. Manage and track large amounts of sensitive and diverse data, Balance a multitude of ongoing competing deadlines."
Sr. Research Program Coordinator,118715,NA,NA,"$41,300 - $72,300 Annually",2025-08-11,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Program-Coordinator-MD-21218/1315964300/,jhons_hopkins,Bachelor's Degree in related discipline,True,2025-08-24 17:58:17,"We are seeking a Sr. Research Project Coordinator who will oversee the day-to-day activities of a single complex or multiple research projects and makes independent decisions that impact the conduct of the research. Assists in goal setting and creating implementation plans. Contributes to budget formulation, communications, and data systems. This position is for a one-year term and may be extended contingent upon the availability of funds."
CCSL Program Specialist,118699,Homewood,NA,$28.61 - $50.05 HRLY,2025-08-11,https://jobs.jhu.edu/job/Baltimore-CCSL-Program-Specialist-MD-21218/1315805900/,jhons_hopkins,"Bachelor's Degree, Master's degree preferred",False,2025-08-24 17:58:26,"The CCSL Program Specialist will play a vital role in supporting the Charm City STEM League mentoring program for Baltimore City students in grades 3-12. This position involves coaching Head Mentors, facilitating staff meetings, and cultivating effective partnerships with schools. The CCSL Program Specialist will work closely with both CCSL volunteers and student employees while maintaining open communication with partner site coaches and community partners. The successful candidate will have strong interpersonal and communication skills, a bachelor's degree (master's preferred), and prior experience working in urban schools."
Research Program Coordinator,118639,NA,NA,"$17.20 - $30.30 HRLY ($43,680 targeted; Commensurate w/exp.)",2025-08-11,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21205/1316057700/,jhons_hopkins,Bachelor's Degree in related discipline,True,2025-08-24 17:58:35,"The Johns Hopkins Center for Suicide Prevention is seeking a Research Program Coordinator to assist with multiple research projects focused on suicide prevention, psychological autopsy, and lethal means (firearms) access. The Research Program Coordinator will work closely with Dr. Paul Nestadt and an interdisciplinary team, engaging directly with research participants and collaborating investigators. This position offers excellent opportunities for professional growth, including authorship on manuscripts and grant submissions. We value candidates who are detail-oriented, highly organized, flexible, collaborative, empathetic, and enthusiastic about public health and mental health research."
Custodian Floor Tech,118702,East Baltimore,Maryland,"$17.09 per hour, increases to $19.81 after 12 months",2025-08-11,https://jobs.jhu.edu/job/Baltimore-Custodian-Floor-Tech-MD-21205/1315952900/,jhons_hopkins,High School Diploma or graduation equivalent preferred,False,2025-08-24 17:58:43,"A Custodial Floor Tech who will perform a variety of floor care and cleaning duties; clean office buildings, laboratories, classrooms, and/or outside areas; move furniture, appliances and/or equipment. Specific Duties and Responsibilities include: Operates designated floor equipment, cleans, sweeps, vacuums, and polishes floors, cleans identified or assigned areas/spaces with required cleaners and disinfecting solutions, replenishes towels, soap, toilet tissue, linen, and other supplies as required."
"Director of Non-Degree, Certificate and Summer Program",118706,District of Columbia,NA,"$75,100 - $131,700 Annually",2025-08-11,https://jobs.jhu.edu/job/Washington-Director-of-Non-Degree%2C-Certificate-and-Summer-Program-DC-20001/1316016400/,jhons_hopkins,Master's Degree,false,2025-08-24 17:58:53,"Reporting to the Assistant Dean for Academic Affairs, we are seeking a Director of Non-Degree, Certificate and Summer Programs who will be responsible for the strategic vision, leadership, management and direction of non-degree, certificate and summer programs. The director’s purview includes Summer Programs, graduate certificates, Pre-Term, the Summer Academy, the online Principles of Economics course (preparatory entry course). This includes working collaboratively to develop and implement strategic and innovative programming that will enhance the revenue streams, feeder programs and the reputation of the School of Advanced International Studies (SAIS). Further, the Director will administer and maintain multiple program budgets, collaborate with the marketing and communications team on recruitment and marketing plans, and recruit and supervise staff, faculty and Teaching Assistants."
Building Operations Engineer,117305,Baltimore,Maryland,"$85,500 - $149,800 Annually",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Building-Operations-Engineer-MD-21205/1263713900/,jhons_hopkins,Bachelor’s Degree in Mechanical Engineering,False,2025-08-24 17:59:03,"We are seeking a Building Operations Engineer who is primarily responsible for delivering a quality and reliable Maintenance Service program to the Bloomberg School of Public Health (BSPH) facilities. The Building Operations Engineer reports to the Associate Director of Building Operations. This position provides technical expertise to Facilities Maintenance and defines specific programs necessary to maintain the BSPH facility's Mechanical, Electrical, and Plumbing (MEP) systems in the most efficient and effective manner. These programs would include the operation, monitoring, and maintenance of large air handling units used for ventilation and space conditioning, including all auxiliary related equipment such as condensers, cooling towers, pumps, air compressors, etc. This includes providing excellent customer service to students, staff, and visitors."
Sr. Nurse Practitioner,117941,NA,Maryland,"$104,000 - $154,743 Annually",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Sr_-Nurse-Practitioner-MD-21287/1291464100/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 17:59:13,"The Department of Emergency Medicine is seeking a** _Sr. Nurse Practitioner_** to work collaboratively within a multidisciplinary health care team. Responsible for complex, standardized, patient care procedures that require experience and specialized training that would otherwise be performed by a physician. Educates patients and families in matters pertaining to health maintenance, disease prevention and appropriate measures in acute and chronic illness. Direct supervision from appropriate licensed physician as designated."
Sr. Physician Assistant,117939,East Baltimore,Maryland,"$104,000 - $154,743 Annually ($154,743 Commensurate w/exp.)",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Sr_-Physician-Assistant-MD-21287/1291458300/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 17:59:23,"The Department of Emergency Medicine is seeking a Sr Physician Assistant to work collaboratively within a multidisciplinary health care team. The Sr. Physician Assistant is responsible for complex, standardized, patient care procedures that would otherwise be performed by a physician. They will educate patients and families in matters pertaining to health maintenance, disease prevention and appropriate measures in acute and chronic illness."
"i-team Data Analytics Manager, Lansing",117719,Lansing,Michigan,"$73,300 - $128,300 Annually",2025-08-10,https://jobs.jhu.edu/job/Lansing-i-team-Data-Analytics-Manager%2C-Lansing-MI-48933/1282857700/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 17:59:31,"The Bloomberg Center for Public Innovation at Johns Hopkins University (the Center) seeks an i-team Data Analytics Manager, Lansing to support a new Lansing Innovation Team (“i-team”). Innovation Teams unlock creativity from within city governments and the communities they serve. These teams take partners and stakeholders through an evidence-based process to tackle the big problems in their cities no one has yet been able to solve, generate more ambitious responses, and test and adapt interventions until they produce impact."
Physician Assistant,117942,NA,Maryland,"$102,000 - $152,900",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Physician-Assistant-MD-21287/1291439600/,jhons_hopkins,"Bachelor's Degree, Certification by the NCCPA or similar national certifying body, Completion of a CAAHEP certified Physician Assistant program",False,2025-08-24 17:59:42,"The Department of Emergency Medicine is seeking a Physician Assistant to work collaboratively within a multidisciplinary health care team. Responsible for complex, standardized, patient care procedures that would otherwise be performed by a physician. Educates patients and families in matters pertaining to health maintenance, disease prevention and appropriate measures in acute and chronic illness. Direct supervision from appropriate licensed physician as designated. Multiple positions available. Nocturnist preferred."
Nurse Practitioner,117943,Baltimore,Maryland,"$102,000 - $152,900 ($125,000 targeted; Commensurate w/exp.)",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Nurse-Practitioner-MD-21287/1291446400/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 17:59:51,"The Department of Emergency Medicine is seeking a Nurse Practitioner to work collaboratively within a multidisciplinary health care team. Responsible for complex, standardized, patient care procedures that require experience and specialized training that would otherwise be performed by a physician. Educates patients and families in matters pertaining to health maintenance, disease prevention and appropriate measures in acute and chronic illness. Direct supervision from appropriate licensed physician as designated."
Harm Reduction Nurse,117712,Baltimore,Maryland,"$57,100 - $131,700 Annually (Commensurate w/exp.)",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Harm-Reduction-Nurse-MD-21205/1282788900/,jhons_hopkins,Bachelor's Degree in nursing or related discipline,False,2025-08-24 17:59:59,"The Health Behavior & Society department is currently seeking a Harm Reduction Nurse for a mobile harm reduction intervention ('Check It') as part of a large research study. Check It is an innovative, low-barrier mobile overdose- and HIV-prevention intervention that provides mobile point-of-care drug checking, HIV pre-exposure prophylaxis (PrEP), wound care, and other harm reduction services to people who use drugs in Baltimore and neighboring counties. This role will require community-based work at least 80% of the time."
Sr. Research Program Coordinator II,118188,NA,NA,"$48,000 - $84,100",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Program-Coordinator-II-MD-21218/1299153200/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 18:00:08,"The Division of Pulmonary and Critical Care Medicine and Director of the Medical Intensive Care Unit (ICU) is seeking a Sr. Research Program Coordinator II who will have duties and responsibilities related to coordinating and supporting the research efforts of the JH ICU Clinical Trials Group and participating principal investigators (PI). The JH ICU Clinical Trials Group is focused on clinical trials that investigate therapeutic interventions for different critical illness syndromes including sepsis, acute respiratory failure, acute respiratory distress syndrome, liver failure, and renal failure. Interventions may include new therapeutic drugs, devices, or strategies. Most interventions for these trials begin in the ICU, with close follow-up for 2 to 4 weeks and longer term follow up at 28 and/or 90 days. Each trial is a little different depending on the intervention being studied."
"Associate Director for Academic Advising, Systems & Technology",117951,Homewood,NA,"$64,600 - $89,000.00 - $113,300 Annually",2025-08-10,https://jobs.jhu.edu/job/Baltimore-Associate-Director-for-Academic-Advising%2C-Systems-&-Technology-MD-21218/1291475000/,jhons_hopkins,Master's or Ph.D.,True,2025-08-24 18:00:18,"The Johns Hopkins University Krieger School of Arts & Sciences (KSAS) is seeking an Associate Director for Academic Advising, Systems & Technology within the Office of Academic Advising (OAA) who will manage the operational and technical parts of the advising program. The mission of the OAA is to empower and support students’ holistic well-being as they navigate academic choices, explore meaningful learning opportunities, and pursue their personal, academic, and professional goals. This hybrid position (in office days/remote 2) reports to the Associate Dean for Academic Advising."
CRNA,115094,Baltimore,MD,"$202,878 - $232,279",2025-08-09,https://jobs.jhu.edu/job/Baltimore-CRNA-MD-21287/1203054000/,jhons_hopkins,"Completion of a Nurse Anesthesia program approved by MD Board of Nursing. If program was completed after 1/1/08, a Master's Degree is required",False,2025-08-24 18:00:28,"The Department of Anesthesia & Critical Care Medicine is seeking a CRNA. This position reports jointly to the Lead CRNA and the Division Chief of Nurse Anesthesia (Chief CRNA). Primary clinical responsibilities are the administration of intravenous, inhalation and other anesthetics to patients in an operating room and observing the physiological condition of patients while under anesthesia. Evaluates each assigned patient's physical state and plans the course of anesthesia, obtains, assembles, operates, and/ or monitors anesthesia equipment and ensures that all necessary supplies, drugs and anesthetic agents are available."
CRNA,114683,Howard County,MD,"$202,878 - $213,926 - $241,663",2025-08-09,https://jobs.jhu.edu/job/Columbia-CRNA-MD-21044/1189824400/,jhons_hopkins,"Completion of a nurse anesthesia program approved by MD Board of Nursing. If program was completed after 1/1/08, a Master's Degree is required.",false,2025-08-24 18:00:37,"We are seeking a CRNA. This position reports jointly to the Clinical Lead CRNA and the Division Chief of Nurse Anesthesia (Chief CRNA). Primary clinical responsibilities are (a) the administration of intravenous, inhalation and other anesthetics to patients in an operating room and (b) observing the physiological condition of patients while under anesthesia."
CO CRNA,114559,Johns Hopkins Bayview,MD,"$202,878 - $213,926 - $241,663",2025-08-09,https://jobs.jhu.edu/job/Baltimore-CO-CRNA-MD-21224/1186453700/,jhons_hopkins,"Completion of a nurse anesthesia program approved by MD Board of Nursing. If program was completed after 1/1/08, a Master's Degree is required.",False,2025-08-24 18:00:48,"Johns Hopkins Bayview Anesthesiology and Critical Care is seeking a CO CRNA who reports jointly to the Clinical Lead CRNA and the Division Chief of Nurse Anesthesia (Chief CRNA). Primary clinical responsibilities are the administration of intravenous, inhalation and other anesthetics to patients in an operating room and observing the physiological conditions of patients while under anesthesia. In conjunction with these primary responsibilities evaluates each assigned patient's physical state and plans the course of anesthesia, obtains, assembles, operates and/or monitors anesthesia equipment and ensures that all necessary supplies, drugs and anesthetic agents are available. Medical Knowledge: Appropriate fund of knowledge, sufficient understanding or disease processes/drug effects and implications for anesthetic care."
"i-team Data Analytics Manager, Memphis",118460,Memphis,Tennessee,"$73,000-$128,300 ANNUALLY",2025-08-09,https://jobs.jhu.edu/job/Memphis-i-team-Data-Analytics-Manager%2C-Memphis-TN-38103/1306914500/,jhons_hopkins,Bachelor's degree,False,2025-08-24 18:00:57,"The i-team Data Analytics Manager will create and execute the i-team’s approaches for using quantitative data and methods to understand complex issues. They also work closely with the Mayor, the City's leadership team, and City departments to change the culture of city government. They will shape and conduct approaches for collecting, organizing, and analyzing data, including methods for creating new data when is limited or no data. The Manager is an employee of Johns Hopkins University and based in City Hall of Memphis. They report to the i-team Director."
Sr. Research Nurse,118257,"East Baltimore, Lutherville",NA,"$75,100 - $131,700 Annually ($104,000 targeted; Commensurate w/exp.)",2025-08-09,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Nurse-MD-21287/1298748000/,jhons_hopkins,Bachelor's Degree in Nursing or related discipline,False,2025-08-24 18:01:08,"Reporting to the Principal Investigator(s), we are seeking a Sr. Research Nurse, to Lead Research Nurse. This position is responsible for the coordination and implementation of assigned clinical trials within the Developmental Therapeutics Program both at our downtown East Baltimore campus and occasional coverage at Greenspring Station, Lutherville. The position involves preparing regulatory documents, evaluating new protocols, facilitating recruitment strategies, monitoring compliance with requirements of assigned clinical trials, and evaluating outcomes of clinical trials. It also includes clinical duties and educating staff and patients about pertinent clinical trial and clinical management issues."
Research Program Coordinator,118238,NA,NA,"$17.20 - $30.30 HRLY ($43,000 Targeted; Commensurate w/exp)",2025-08-09,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21224/1298794000/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 18:01:16,"The Behavioral Pharmacology Research Unit is seeking a Research Program Coordinator who reports to the Research Program Supervisor. The Research Program Coordinator will oversee day-to-day activities of a research project including recruitment, screening, and data collection, under the direction of the Principal Investigator (PI) and supervision of the Research Program Supervisor (RPS)."
Sr. Administrative Coordinator,118380,NA,NA,$21.25 - $36.90 HRLY ($27.51/hour targeted; Commensurate w/exp.),2025-08-09,https://jobs.jhu.edu/job/Baltimore-Sr_-Administrative-Coordinator-MD-21287/1303055100/,jhons_hopkins,High School Diploma or graduation equivalent,True,2025-08-24 18:01:24,"We are seeking a Sr. Administrative Coordinator who will provide administrative support and performs general office management duties necessary for the efficient operation of a department, office or program. This position provides project support to a Dean, Associate Dean, Department Chair, Program Leadership or comparable business leaders This position may provide support for fiscal and budget management for the assigned area. The responsibilities of this role require significant collaboration and coordination with others."
Breastfeeding Peer Counselor Coordinator,117897,East Baltimore,NA,"$41,080 - $73,528 Annually",2025-08-09,https://jobs.jhu.edu/job/Baltimore-Breastfeeding-Peer-Counselor-Coordinator-MD-21224/1290006300/,jhons_hopkins,Bachelor's Degree in related discipline,False,2025-08-24 18:01:33,"The Department of Population, Family, and Reproductive Health in the Bloomberg School of Public Health at Johns Hopkins University is seeking a Breastfeeding Peer Counselor Coordinator to join the WIC Program. The Breastfeeding Peer Counselor is responsible for administering the Breastfeeding Peer Counselor Program at the Local Agency level. Support establishing program goals and objectives by assisting in developing the annual Breastfeeding Service Plan. Evaluate the performance of Peer Counselors biannually; conduct bi-monthly meetings with counselors. Participate in the recruitment and hiring of Peer Counselors."
Sr. Administrative Coordinator,118441,St Petersburg,FL,"$21.25-$36.90 HRLY ($44,200.00-$76,752.00 Annually; Commensurate with experience)",2025-08-09,https://jobs.jhu.edu/job/St_-Petersburg-Sr_-Administrative-Coordinator-FL-33701/1306758200/,jhons_hopkins,High School Diploma or Graduation Equivalent Diploma,True,2025-08-24 18:01:42,"We are seeking a Sr. Administrative Coordinator who will provide administrative support and perform general office management duties, including credentialing support, for the basic science research operations at Johns Hopkins All Children’s Hospital in St Petersburg, FL. This position may support fiscal and budget management and provide project support to leadership. Specific Duties & Responsibilities Plan, support, and organize daily activities of the office or program. Develop, implement, and maintain appropriate departmental guidelines and procedures related to executing the credentialing process for postdocs and rotating learners/researchers in accordance with JHU School of Medicine policies."
Clinic Manager,118222,NA,NA,"$50,440 - $88,400 Annually ($78,936 targeted; Commensurate w/exp.)",2025-08-08,https://jobs.jhu.edu/job/Baltimore-Clinic-Manager-MD-21287/1298557200/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 18:01:52,"We are seeking a Clinic Manager who will oversee all clinic staff, both administrative and clinical in a fast paced, residency based, multi-specialty outpatient clinical practice including, but not limited to: Patient Service Coordinators, Surgical Scheduling Coordinators, Medical Office Coordinators, and Ophthalmic Technicians and Scribes. He/She will also manage all administrative and clinical aspects of the patient encounter to promote safety, efficiency and excellent customer service. Specific Duties & Responsibilities Responsible for ensuring the clinic delivers excellent service to each patient. Acts as patient advocate to resolve and diffuse questions and complaints."
Electrician - Homewood Student Center (HSC),117915,Homewood,NA,"$27.38 per hour, increases to $32.86 after 12 months",2025-08-08,https://jobs.jhu.edu/job/Baltimore-Electrician-HSC-MD-21211/1290868300/,jhons_hopkins,High school diploma,False,2025-08-24 18:02:01,"The Electrician - Homewood Student Center (HSC) is responsible for performing maintenance, installation, and repair work (and planning thereof) on electrical/pneumatic equipment, systems, and components. This work is performed under limited supervision and using the tools and techniques of electrical technology. This position functions as a team leader and subject matter expert to train apprentices and more junior members of the Facilities team."
Research Assistant,117946,Homewood,NA,$17.20 - $30.30 HRLY,2025-08-08,https://jobs.jhu.edu/job/Baltimore-Research-Assistant-MD-21218/1291418200/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 18:02:09,"The Shrestha lab in the Department of Environmental Health and Engineering (EHE) at Johns Hopkins University is seeking a Research Assistant to join our team. The research assistant will get an opportunity to work on both experimental and computational research at the interface of environmental microbiology, metabolic engineering, and bioprocess engineering. They will contribute to several ongoing projects, including the production of biochemicals and bioplastics from dairy and agricultural waste, studying the bacterial response to stress conditions, and metabolic engineering of non-model organisms to improve biosynthesis of target metabolites."
